indoor_temperature,indoor_humidity,co2_concentration,indoor_lighting,indoor_noise,outdoor_temperature,outdoor_humidity,solar_radiation,wind_speed,rainfall,electricity_consumption,heating_energy,cooling_energy,ventilation_rate,equipment_load,occupancy,activity_level,predicted_energy_demand,predicted_comfort_index
22.49448142616835,43.62416666325167,554.3459440645988,432.1159591700555,30.958645537494913,24.44378446903252,22.670752415476404,540.7682328273363,0.33330959279907535,47.8209811088864,34.27640075054182,18.919498440258952,21.254015857093094,327.0469992317455,29.34886829969218,26,0,39.936909166110354,0.2349322981166989
29.408571676918996,32.86847555390604,466.38380202837834,221.96518620467862,68.62489230481569,-1.3985343605328509,50.08723886989674,699.9594127138372,5.054746836618759,43.3641942944556,23.378548112620873,17.726090938196005,18.000947910753812,144.86277829724347,26.65478809671015,7,0,24.985060612545144,0.0
26.78392730173686,46.38515579580928,1850.5586810816962,566.5596639697586,38.547244678379286,5.904841515418255,24.41526220400767,828.1085092683074,12.98056202251587,36.37912249474864,2.7853447846712065,19.930579971800718,39.09919267883548,493.64735749813053,24.212357425072216,43,1,39.675343765845206,0.0
25.18390181036444,42.44869980253574,663.7124644258644,201.34830641429863,32.19523068153186,29.815570591566285,75.24007659050383,791.5410063332002,0.6520259898557224,3.7692127321877598,45.925507534427496,17.37406079383881,37.2675144156258,475.0911968658345,6.2810351013999375,3,1,52.67834956533094,0.0
19.872223685309237,57.084825589400374,1705.0627550235122,940.5886766613555,62.68493464525396,18.790863415546887,57.069416555383604,882.6056237288416,6.433935885253762,2.4524944134943882,49.01645664381905,21.653203101828638,45.26124617649702,287.22049160319966,4.693055474877904,20,3,48.8245266209806,0.0
19.87193424403443,54.231169978107616,1248.640937326774,265.2216646196314,68.69680644118361,36.758607780417016,22.03271478618421,967.2546225249519,11.433011593891237,41.87997837528851,21.55217076059175,35.51941196186667,19.77437630934611,421.6041891997818,13.348428068560633,20,2,43.979954795045415,0.0
18.697003346018395,44.5837491279016,478.4632573544699,327.48927395604767,70.69145657964216,14.293813375360944,22.835048053734365,439.07061474193955,14.297738953663279,24.482792893584914,30.683040370466358,25.313172522184466,28.208976396472984,130.74724435993585,18.588952539556573,29,2,32.25903394355722,0.0
28.394113749299223,38.715702170199606,1926.4895158728114,465.9728741964734,54.675459133029996,34.141556461626536,62.886797081763554,950.3354666683905,14.782130985066484,40.730334218746044,22.514931312187336,28.904834999541606,44.615352367106034,208.018498305445,25.52036052025134,12,1,38.95425421958867,0.0
25.213380140918506,69.52143864622367,757.4859255366227,444.8480217032132,40.268409234499266,15.20299468652069,76.42782723608835,723.2899483428164,6.329540709131125,15.645913532760968,16.09398254430603,23.899325349231063,49.69240314276922,91.98588037191685,6.958891234104047,2,1,26.914858066782973,0.0
26.496870933552547,48.160064847844595,1768.4148198318007,815.1966031581001,66.86138386249134,39.06617254158934,50.64596718923415,70.66819030807847,14.255764415686762,19.88249291615064,3.8659396428903814,25.72070729656009,48.46471811826775,260.051321314624,14.389437015609976,19,1,34.09853755912562,0.0
18.24701393154963,57.530969431209485,628.5365095445309,510.6851384958661,64.98565385771685,38.19254716294945,58.82064700749371,681.7831212123455,0.5312845992129561,35.009336050596595,22.803386519864944,23.133993137927206,35.892193563436706,248.00071503583266,19.42320725870538,35,0,37.357253052498315,0.0
29.638918225943932,35.62211870313443,1759.0057555340572,253.6914340030032,42.31353670515866,9.811151750023615,75.98806178349311,686.7166596048486,11.188754069978344,45.76633684660466,40.919227817972576,1.0746608878329278,7.16137789050898,106.4066129807832,13.367815636032574,39,2,24.335243402149455,0.0
27.98931168960506,49.423587986375914,371.82754129373507,340.4889059374667,75.17038779313964,34.866565168756146,62.73543218292734,905.8605637925272,9.641190519504194,4.388073723944297,0.8515730544001787,39.983935288000794,1.1593005896513298,336.4008468580488,13.625810312378528,4,1,31.6816210064636,0.0
20.548069328139313,31.10146879477862,1194.4377533396432,558.2020466687698,35.21857290414145,33.14251183970421,35.73321663611736,372.93213247009203,3.7428278637922845,43.07390723173031,29.105384159011116,1.3443696085158674,41.26091782014709,58.895147762706266,6.7535148308483715,21,1,23.594750290143313,0.0
20.181899606485207,50.218204716418,1619.5802560455688,232.7085256835214,79.13441197956628,4.480617879740327,62.9136418108635,584.9115002718178,7.609777510194734,39.650636243968265,44.03860543633444,15.805920329346147,42.04710122459127,30.845725534855596,29.599827147332277,1,0,30.137534935729857,0.0
20.200854118241207,68.56069628470809,1892.4126038630925,650.4901080814127,73.01239054887323,23.093068035247136,63.97956213456495,12.187551011742514,1.9433060664074342,15.776963536492733,10.8774715007179,4.204627131957337,37.31804541317348,192.45248433119306,14.255798502223302,24,1,25.963407234806915,0.0
21.650906915514454,45.36826851943201,1850.1835247407037,609.1725758960313,64.39493227395376,-1.729295798458331,71.38748866167887,332.07524218133597,13.073957264273414,17.76083070657798,9.16279323445311,3.8771380176372983,13.996174299961005,204.91238889235248,15.982258362164757,39,2,25.03399355574745,0.0
24.297077179586854,31.559840502996465,1702.3810347536141,743.2320847440319,76.93749441399164,32.65198242625577,63.461193128976085,62.24372615878093,5.36847128318472,2.3230738610954815,38.613831285097156,31.741078066979345,31.990892979926333,159.87030326324307,6.556778738604871,23,0,35.40072231401074,0.0
23.18334022370539,31.23823163677374,1815.5157269411518,943.9341538414309,66.1155584161854,2.854564757657344,87.84694913206266,521.872972764897,9.390667056985748,0.7870305558358992,12.754321555964665,17.03703117432308,15.812422090763711,128.97331878912522,15.424101549954559,4,1,22.001417371778437,0.0
21.494749682376504,45.519470397874784,678.7124816311762,921.0291049910401,39.5228498515023,-1.813338437640597,33.810181610194796,817.4476505069532,2.3816442943089338,23.850306317886456,9.599213378032424,32.0455483319506,22.532412305046236,169.38817250476518,7.6604867560292025,15,2,29.181632585741326,0.0
25.34223473666855,36.40099745852776,818.9040879243524,951.4680562619482,52.10780690564059,13.009859299246504,86.57634756969534,206.44269212906897,3.0924726694681066,4.776982274865526,18.899462528461754,10.911458827233261,19.121754249025525,81.6877869760515,6.070087541503994,14,2,17.84951041090522,0.0
19.673926327824503,30.934083853127436,826.7980661197465,320.24403732133084,33.575151216581766,20.961496236983955,57.68376432450114,527.4410455577785,14.87934556204728,9.70009072076065,19.6251006135109,10.25851167224939,45.68200433950278,201.72623456643868,8.271667528288035,50,0,31.884688512703967,0.0
21.50573578242262,60.24854455800707,972.138986152803,218.40877597541916,49.48287111440577,33.471263135189695,67.03692983464384,204.00863651076705,11.29629591661994,42.33835997633318,43.7050531508283,10.049255272578485,11.707866537193778,452.30168675872187,0.08278945515842961,12,2,42.92407304681,0.0
22.3963421195243,48.34092035527563,998.9791061355613,372.04903044680367,67.08015098686043,38.84091364847814,26.96231182165329,120.68846784624043,14.429578046611061,28.55141956252262,30.922173596683844,24.64582505631677,28.88054522868751,112.21344060441912,17.104533360050517,10,0,31.185803562090562,0.0
23.47283981060443,41.56979087890618,1248.5162856802144,905.5766554896832,49.32216754654087,14.777163065643865,46.64031589646749,510.99679193434247,4.437767478180662,31.68162186330567,20.298072816979467,32.599975593824,18.049076451692958,342.2255521751752,11.624400165685296,15,2,39.16495082444215,0.0
27.422111536716162,66.00332732065922,613.8016095546283,974.8481271611394,46.51470877340671,-2.2798884656628404,73.85654025242209,79.14862094972763,2.468443149297306,9.373966541596001,26.719398214288343,18.090440403009623,33.15355559571129,70.89225519891967,26.960670575817907,17,1,32.06491714447412,0.0
20.396085385900317,34.645558408021024,1490.5569952468823,873.3924559634285,59.7677861255156,28.71020105616418,69.48377105692933,587.3546311379894,7.546026952182464,41.43309022272098,47.69826166626371,15.169955625643293,28.228157058873748,176.95331200511538,1.2212152083756356,24,0,35.66288689885484,0.0
24.17081326096334,68.23675315821276,626.4847898524357,199.01594901478924,73.61022644994475,20.432796530077184,22.809757171578713,31.33746067672627,7.4200242334101505,43.39898862198738,5.6607338304947685,38.943182168065974,46.198884068297026,160.58739027262814,1.2960090256725032,46,2,31.058257426525635,0.0
25.108974826344507,42.55866869509411,862.0089954725034,952.6851982538138,32.37915962730562,15.155110518000843,58.26159844480712,106.71497186837553,2.624197706369818,26.16637968565217,10.385776086234571,4.670161440465552,5.080607585060659,468.5146972041639,26.576205519377503,37,0,33.620060498734716,0.0
